id;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;type
4594.0;7.3;0.21;0.29;1.6;0.034;29.0;118.0;0.9917;3.3;0.5;11.0;1.0
1352.0;8.2;0.915;0.27;2.1;0.088;7.0;23.0;0.9962;3.26;0.47;10.0;0.0
1670.0;7.0;0.2;0.3;6.1;0.037;31.0;120.0;0.9939;3.24;0.51;10.8;1.0
5409.0;6.0;0.31;0.27;2.3;0.042;19.0;120.0;0.98952;3.32;0.41;12.7;1.0
1406.0;7.1;0.23;0.35;16.5;0.04;60.0;171.0;0.999;3.16;0.59;9.1;1.0
1776.0;6.8;0.3;0.24;6.6;0.123;35.0;116.0;0.9953;3.07;0.48;9.4;1.0
196.0;6.7;0.25;0.33;2.9;0.057;52.0;173.0;0.9934;3.02;0.48;9.5;1.0
2875.0;6.9;0.29;0.4;19.45;0.043;36.0;156.0;0.9996;2.93;0.47;8.9;1.0
1047.0;5.6;0.39;0.24;4.7;0.034;27.0;77.0;0.9906;3.28;0.36;12.7;1.0
285.0;7.1;0.25;0.32;10.3;0.041;66.0;272.0;0.9969;3.17;0.52;9.1;1.0
115.0;7.1;0.34;0.15;1.2;0.053;61.0;183.0;0.9936;3.09;0.43;9.2;1.0
1958.0;6.6;0.44;0.09;2.2;0.063;9.0;18.0;0.99444;3.42;0.69;11.3;0.0
5882.0;10.7;0.35;0.53;2.6;0.07;5.0;16.0;0.9972;3.15;0.65;11.0;0.0
6323.0;6.6;0.23;0.32;0.9;0.041;25.0;79.0;0.9926;3.39;0.54;10.2;1.0
5268.0;10.5;0.28;0.51;1.7;0.08;10.0;24.0;0.9982;3.2;0.89;9.4;0.0
4601.0;7.4;0.16;0.33;1.2;0.042;47.0;121.0;0.99198;3.04;0.68;10.5;1.0
4993.0;8.2;0.37;0.36;1.0;0.034;17.0;93.0;0.9906;3.04;0.32;11.7;1.0
3706.0;5.7;0.28;0.24;17.5;0.044;60.0;167.0;0.9989;3.31;0.44;9.4;1.0
4212.0;6.8;0.67;0.3;13.0;0.29;22.0;193.0;0.9984;3.08;0.67;9.0;1.0
397.0;6.9;0.35;0.39;2.4;0.048;25.0;157.0;0.99133;3.2;0.54;11.1;1.0
6027.0;6.8;0.28;0.6;1.1;0.132;42.0;127.0;0.9934;3.09;0.44;9.1;1.0
507.0;6.9;0.18;0.36;1.3;0.036;40.0;117.0;0.9934;3.27;0.95;9.5;1.0
5479.0;7.5;0.22;0.29;4.8;0.05;33.0;87.0;0.994;3.14;0.42;9.9;1.0
4509.0;6.5;0.19;0.3;0.8;0.043;33.0;144.0;0.9936;3.42;0.39;9.1;1.0
2315.0;8.1;0.28;0.4;6.9;0.05;30.0;97.0;0.9951;3.26;0.44;10.1;1.0
2029.0;6.6;0.38;0.18;1.2;0.042;20.0;84.0;0.9927;3.22;0.45;10.1;1.0
3097.0;8.2;0.23;0.4;1.2;0.027;36.0;121.0;0.992;3.12;0.38;10.7;1.0
2231.0;6.4;0.26;0.42;9.7;0.044;30.0;140.0;0.9962;3.18;0.47;9.1;1.0
4864.0;6.1;0.22;0.23;3.1;0.052;15.0;104.0;0.9948;3.14;0.42;8.7;1.0
2281.0;9.2;0.43;0.52;2.3;0.083;14.0;23.0;0.9976;3.35;0.61;11.3;0.0
2609.0;6.9;0.18;0.36;1.3;0.036;40.0;117.0;0.9934;3.27;0.95;9.5;1.0
4987.0;7.7;0.24;0.29;15.3;0.044;39.0;194.0;0.9982;3.06;0.47;9.6;1.0
1137.0;6.3;0.51;0.13;2.3;0.076;29.0;40.0;0.99574;3.42;0.75;11.0;0.0
4083.0;6.9;0.4;0.56;11.2;0.043;40.0;142.0;0.9975;3.14;0.46;8.7;1.0
3111.0;7.0;0.31;0.26;7.4;0.069;28.0;160.0;0.9954;3.13;0.46;9.8;1.0
964.0;9.4;0.3;0.56;2.8;0.08;6.0;17.0;0.9964;3.15;0.92;11.7;0.0
2158.0;6.0;0.52;0.33;7.7;0.046;24.0;119.0;0.99224;3.04;0.38;11.0;1.0
911.0;7.7;0.23;0.37;1.8;0.046;23.0;60.0;0.9971;3.41;0.71;12.1;0.0
5115.0;8.6;0.2;0.42;1.5;0.041;35.0;125.0;0.9925;3.11;0.49;11.4;1.0
5772.0;6.9;0.32;0.26;2.3;0.03;11.0;103.0;0.99106;3.06;0.42;11.1;1.0
5873.0;6.3;0.51;0.13;2.3;0.076;29.0;40.0;0.99574;3.42;0.75;11.0;0.0
523.0;6.0;0.34;0.66;15.9;0.046;26.0;164.0;0.9979;3.14;0.5;8.8;1.0
5006.0;7.2;0.23;0.38;14.3;0.058;55.0;194.0;0.9979;3.09;0.44;9.0;1.0
5235.0;7.4;0.13;0.39;4.7;0.042;36.0;137.0;0.995;3.36;0.56;10.3;1.0
5796.0;6.7;0.34;0.26;1.9;0.038;58.0;138.0;0.9893;3.0;0.47;12.2;1.0
2192.0;5.2;0.6;0.07;7.0;0.044;33.0;147.0;0.9944;3.33;0.58;9.7;1.0
5914.0;6.3;0.68;0.01;3.7;0.103;32.0;54.0;0.99586;3.51;0.66;11.3;0.0
472.0;6.3;0.26;0.42;7.1;0.045;62.0;209.0;0.99544;3.2;0.53;9.5;1.0
1888.0;9.8;0.25;0.74;10.0;0.056;36.0;225.0;0.9977;3.06;0.43;10.0;1.0
4889.0;6.5;0.3;0.32;2.0;0.044;34.0;90.0;0.99185;3.37;0.68;11.0;1.0
6296.0;6.2;0.52;0.08;4.4;0.071;11.0;32.0;0.99646;3.56;0.63;11.6;0.0
1051.0;7.2;0.23;0.38;14.3;0.058;55.0;194.0;0.9979;3.09;0.44;9.0;1.0
3222.0;6.7;0.4;0.22;8.8;0.052;24.0;113.0;0.99576;3.22;0.45;9.4;1.0
4294.0;6.4;0.42;0.09;2.3;0.054;34.0;64.0;0.99724;3.41;0.68;10.4;0.0
786.0;7.1;0.37;0.32;1.4;0.037;27.0;126.0;0.9918;3.19;0.62;12.0;1.0
1531.0;6.3;0.495;0.22;1.8;0.046;31.0;140.0;0.9929;3.39;0.54;10.4;1.0
559.0;9.8;0.45;0.38;2.5;0.081;34.0;66.0;0.99726;3.15;0.58;9.8;0.0
4917.0;6.0;0.19;0.26;12.4;0.048;50.0;147.0;0.9972;3.3;0.36;8.9;1.0
2543.0;6.1;0.34;0.31;12.0;0.053;46.0;238.0;0.9977;3.16;0.48;8.6;1.0
5561.0;10.1;0.935;0.22;3.4;0.105;11.0;86.0;1.001;3.43;0.64;11.3;0.0
632.0;7.6;0.27;0.29;2.5;0.059;37.0;115.0;0.99328;3.09;0.37;9.8;1.0
6434.0;11.5;0.315;0.54;2.1;0.084;5.0;15.0;0.9987;2.98;0.7;9.2;0.0
2856.0;6.7;0.27;0.25;8.0;0.053;54.0;202.0;0.9961;3.22;0.43;9.3;1.0
822.0;6.7;0.855;0.02;1.9;0.064;29.0;38.0;0.99472;3.3;0.56;10.75;0.0
3564.0;6.4;0.25;0.32;5.5;0.049;41.0;176.0;0.995;3.19;0.68;9.2;1.0
2120.0;7.2;0.62;0.01;2.3;0.065;8.0;46.0;0.99332;3.32;0.51;11.8;0.0
2045.0;7.6;0.3;0.42;2.0;0.052;6.0;24.0;0.9963;3.44;0.82;11.9;0.0
4048.0;7.1;0.44;0.62;11.8;0.044;52.0;152.0;0.9975;3.12;0.46;8.7;1.0
3972.0;7.2;0.26;0.44;7.1;0.027;25.0;126.0;0.993;3.02;0.34;11.1;1.0
1863.0;6.1;0.6;0.0;1.3;0.042;24.0;79.0;0.9937;3.31;0.38;9.4;1.0
137.0;5.5;0.335;0.3;2.5;0.071;27.0;128.0;0.9924;3.14;0.51;9.6;1.0
2433.0;7.1;0.145;0.33;4.6;0.05;33.0;131.0;0.9942;3.28;0.4;9.6;1.0
4300.0;9.4;0.29;0.55;2.2;0.05;17.0;119.0;0.9962;3.12;0.69;10.3;1.0
4291.0;6.2;0.25;0.21;15.55;0.039;28.0;159.0;0.9982;3.48;0.64;9.6;1.0
3902.0;10.6;0.36;0.59;2.2;0.152;6.0;18.0;0.9986;3.04;1.05;9.4;0.0
3025.0;7.1;0.44;0.62;11.8;0.044;52.0;152.0;0.9975;3.12;0.46;8.7;1.0
1053.0;9.9;0.5;0.24;2.3;0.103;6.0;14.0;0.9978;3.34;0.52;10.0;0.0
5723.0;6.8;0.67;0.15;1.8;0.118;13.0;20.0;0.9954;3.42;0.67;11.3;0.0
1880.0;9.2;0.63;0.21;2.7;0.097;29.0;65.0;0.9988;3.28;0.58;9.6;0.0
4253.0;8.7;0.23;0.32;13.4;0.044;35.0;169.0;0.99975;3.12;0.47;8.8;1.0
3737.0;6.6;0.22;0.37;1.2;0.059;45.0;199.0;0.993;3.37;0.55;10.3;1.0
1329.0;7.2;0.22;0.24;1.4;0.041;17.0;159.0;0.99196;3.25;0.53;11.2;1.0
2725.0;6.9;0.32;0.26;8.3;0.053;32.0;180.0;0.9965;3.25;0.51;9.2;1.0
3883.0;6.8;0.2;0.59;0.9;0.147;38.0;132.0;0.993;3.05;0.38;9.1;1.0
241.0;7.1;0.18;0.39;14.5;0.051;48.0;156.0;0.99947;3.35;0.78;9.1;1.0
4527.0;10.2;0.54;0.37;15.4;0.214;55.0;95.0;1.00369;3.18;0.77;9.0;0.0
3271.0;7.5;0.17;0.44;11.3;0.046;65.0;146.0;0.997;3.17;0.45;10.0;1.0
3464.0;8.3;0.845;0.01;2.2;0.07;5.0;14.0;0.9967;3.32;0.58;11.0;0.0
5957.0;7.1;0.2;0.34;16.0;0.05;51.0;166.0;0.9985;3.21;0.6;9.2;1.0
4970.0;6.5;0.28;0.33;15.7;0.053;51.0;190.0;0.9978;3.22;0.51;9.7;1.0
6463.0;6.9;0.25;0.24;1.8;0.053;6.0;121.0;0.993;3.23;0.7;11.4;1.0
2421.0;6.8;0.28;0.36;8.0;0.045;28.0;123.0;0.9928;3.02;0.37;11.4;1.0
950.0;7.4;0.16;0.3;13.7;0.056;33.0;168.0;0.99825;2.9;0.44;8.7;1.0
5770.0;9.2;0.35;0.39;0.9;0.042;15.0;61.0;0.9924;2.96;0.28;10.4;1.0
5802.0;6.6;0.855;0.02;2.4;0.062;15.0;23.0;0.99627;3.54;0.6;11.0;0.0
4738.0;7.4;0.2;0.37;1.2;0.028;28.0;89.0;0.99132;3.14;0.61;11.8;1.0
2364.0;6.6;0.24;0.27;1.4;0.057;33.0;152.0;0.9934;3.22;0.56;9.5;1.0
5874.0;8.2;0.36;0.29;7.6;0.035;37.0;122.0;0.9939;3.16;0.34;12.0;1.0
2144.0;7.3;0.28;0.42;14.4;0.04;49.0;173.0;0.9994;3.28;0.82;9.0;1.0
1207.0;7.0;0.36;0.35;2.5;0.048;67.0;161.0;0.99146;3.05;0.56;11.1;1.0
4088.0;6.0;0.49;0.0;2.3;0.068;15.0;33.0;0.99292;3.58;0.59;12.5;0.0
3188.0;7.7;0.28;0.33;6.7;0.037;32.0;155.0;0.9951;3.39;0.62;10.7;1.0
3421.0;7.6;0.47;0.49;13.0;0.239;42.0;220.0;0.9988;2.96;0.51;9.2;1.0
2097.0;6.2;0.51;0.14;1.9;0.056;15.0;34.0;0.99396;3.48;0.57;11.5;0.0
4652.0;6.5;0.28;0.35;15.4;0.042;55.0;195.0;0.9978;3.23;0.5;9.6;1.0
620.0;5.2;0.49;0.26;2.3;0.09;23.0;74.0;0.9953;3.71;0.62;12.2;0.0
3848.0;9.3;0.775;0.27;2.8;0.078;24.0;56.0;0.9984;3.31;0.67;10.6;0.0
2646.0;7.7;0.28;0.39;8.9;0.036;8.0;117.0;0.9935;3.06;0.38;12.0;1.0
4514.0;6.6;0.28;0.41;7.0;0.046;59.0;194.0;0.99558;3.14;0.48;9.4;1.0
2884.0;7.5;0.34;0.35;6.0;0.034;12.0;126.0;0.9924;3.16;0.39;12.0;1.0
732.0;6.6;0.28;0.41;7.0;0.046;59.0;194.0;0.99558;3.14;0.48;9.4;1.0
4393.0;11.9;0.39;0.69;2.8;0.095;17.0;35.0;0.9994;3.1;0.61;10.8;0.0
5908.0;5.1;0.14;0.25;0.7;0.039;15.0;89.0;0.9919;3.22;0.43;9.2;1.0
2765.0;8.0;0.26;0.36;2.0;0.054;30.0;121.0;0.992;3.09;0.72;11.6;1.0
5745.0;9.5;0.735;0.1;2.1;0.079;6.0;31.0;0.9986;3.23;0.56;10.1;0.0
5535.0;7.8;0.18;0.46;13.6;0.052;38.0;118.0;0.998;3.15;0.5;10.0;1.0
132.0;6.4;0.35;0.28;1.1;0.055;9.0;160.0;0.99405;3.42;0.5;9.1;1.0
5418.0;6.7;0.33;0.42;6.4;0.058;27.0;151.0;0.9954;3.16;0.44;9.6;1.0
4058.0;7.4;0.785;0.19;5.2;0.094;19.0;98.0;0.99713;3.16;0.52;9.566666667;0.0
6260.0;7.5;0.31;0.41;2.4;0.065;34.0;60.0;0.99492;3.34;0.85;11.4;0.0
118.0;10.4;0.24;0.49;1.8;0.075;6.0;20.0;0.9977;3.18;1.06;11.0;0.0
2696.0;6.4;0.18;0.35;1.0;0.045;39.0;108.0;0.9911;3.31;0.35;10.9;1.0
650.0;8.3;0.14;0.34;1.1;0.042;7.0;47.0;0.9934;3.47;0.4;10.2;1.0
3352.0;7.3;0.22;0.4;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.1;1.0
1282.0;6.6;0.28;0.42;8.2;0.044;60.0;196.0;0.99562;3.14;0.48;9.4;1.0
111.0;7.6;0.21;0.6;2.1;0.046;47.0;165.0;0.9936;3.05;0.54;10.1;1.0
108.0;6.0;0.51;0.0;2.1;0.064;40.0;54.0;0.995;3.54;0.93;10.7;0.0
2853.0;5.8;0.23;0.31;4.5;0.046;42.0;124.0;0.99324;3.31;0.64;10.8;1.0
4052.0;6.7;0.15;0.29;5.0;0.058;28.0;105.0;0.9946;3.52;0.44;10.2;1.0
4248.0;6.4;0.29;0.44;3.6;0.197;75.0;183.0;0.9942;3.01;0.38;9.1;1.0
5662.0;6.7;0.27;0.25;8.0;0.053;54.0;202.0;0.9961;3.22;0.43;9.3;1.0
5331.0;6.2;0.355;0.35;2.0;0.046;31.0;95.0;0.98822;3.06;0.46;13.6;1.0
3038.0;5.8;0.54;0.0;1.4;0.033;40.0;107.0;0.98918;3.26;0.35;12.4;1.0
4946.0;6.8;0.35;0.32;2.4;0.048;35.0;103.0;0.9911;3.28;0.46;12.0;1.0
4103.0;7.2;0.39;0.63;11.0;0.044;55.0;156.0;0.9974;3.09;0.44;8.7;1.0
6201.0;4.8;0.13;0.32;1.2;0.042;40.0;98.0;0.9898;3.42;0.64;11.8;1.0
3382.0;7.2;0.23;0.39;2.3;0.033;29.0;102.0;0.9908;3.26;0.54;12.3;1.0
6049.0;6.7;0.16;0.64;2.1;0.059;24.0;52.0;0.99494;3.34;0.71;11.2;0.0
4867.0;6.5;0.08;0.33;1.9;0.028;23.0;93.0;0.991;3.34;0.7;12.0;1.0
155.0;7.3;0.23;0.37;1.9;0.041;51.0;165.0;0.9908;3.26;0.4;12.2;1.0
1715.0;8.2;0.68;0.3;2.1;0.047;17.0;138.0;0.995;3.22;0.71;10.8;1.0
432.0;9.0;0.43;0.34;2.5;0.08;26.0;86.0;0.9987;3.38;0.62;9.5;0.0
5263.0;8.0;0.45;0.36;8.8;0.026;50.0;151.0;0.9927;3.07;0.25;12.7;1.0
5617.0;7.3;0.22;0.3;8.2;0.047;42.0;207.0;0.9966;3.33;0.46;9.5;1.0
6362.0;7.2;0.13;0.46;1.3;0.044;48.0;111.0;0.99127;2.97;0.45;11.1;1.0
3349.0;6.7;0.31;0.42;6.4;0.057;25.0;148.0;0.9955;3.16;0.45;9.6;1.0
1954.0;9.2;0.14;0.37;1.1;0.034;36.0;84.0;0.99136;3.05;0.55;11.6;1.0
1775.0;7.5;0.38;0.48;2.6;0.073;22.0;84.0;0.9972;3.32;0.7;9.6;0.0
3525.0;8.3;0.28;0.4;7.8;0.041;38.0;194.0;0.9976;3.34;0.51;9.6;1.0
4731.0;8.0;0.67;0.3;2.0;0.06;38.0;62.0;0.9958;3.26;0.56;10.2;0.0
2761.0;6.9;0.12;0.36;2.2;0.037;18.0;111.0;0.9919;3.41;0.82;11.9;1.0
4278.0;6.1;0.41;0.0;1.6;0.063;36.0;87.0;0.9914;3.27;0.67;10.8;1.0
5060.0;6.4;0.33;0.28;4.0;0.04;24.0;81.0;0.9903;3.26;0.64;12.6;1.0
477.0;6.4;0.36;0.53;2.2;0.23;19.0;35.0;0.9934;3.37;0.93;12.4;0.0
2923.0;6.9;0.41;0.22;4.2;0.031;10.0;102.0;0.993;3.0;0.86;11.6;1.0
4193.0;7.7;0.96;0.2;2.0;0.047;15.0;60.0;0.9955;3.36;0.44;10.9;0.0
4174.0;5.4;0.74;0.09;1.7;0.089;16.0;26.0;0.99402;3.67;0.56;11.6;0.0
729.0;7.1;0.27;0.27;10.4;0.041;26.0;114.0;0.99335;3.04;0.52;11.5;1.0
5340.0;6.3;0.3;0.34;1.6;0.049;14.0;132.0;0.994;3.3;0.49;9.5;1.0
3405.0;6.6;0.25;0.39;1.45;0.04;40.0;89.0;0.9911;3.35;0.4;11.4;1.0
5321.0;5.8;0.3;0.38;4.9;0.039;22.0;86.0;0.98963;3.23;0.58;13.1;1.0
3821.0;5.3;0.58;0.07;6.9;0.043;34.0;149.0;0.9944;3.34;0.57;9.7;1.0
2982.0;7.4;0.2;0.35;2.1;0.038;30.0;116.0;0.9949;3.49;0.77;10.3;1.0
51.0;8.1;0.27;0.35;1.7;0.03;38.0;103.0;0.99255;3.22;0.63;10.4;1.0
717.0;6.8;0.26;0.29;16.95;0.056;48.0;179.0;0.9998;3.45;0.4;9.6;1.0
1141.0;7.0;0.23;0.4;1.6;0.063;21.0;67.0;0.9952;3.5;0.63;11.1;0.0
5437.0;6.6;0.31;0.49;7.7;0.05;52.0;220.0;0.9964;3.12;0.45;8.8;1.0
1613.0;6.5;0.52;0.17;1.4;0.047;5.0;26.0;0.9932;3.26;0.32;10.0;1.0
2126.0;7.2;0.23;0.32;8.5;0.058;47.0;186.0;0.9956;3.19;0.4;9.9;1.0
4095.0;9.1;0.45;0.35;2.4;0.08;23.0;78.0;0.9987;3.38;0.62;9.5;0.0
81.0;6.5;0.3;0.32;2.0;0.044;34.0;90.0;0.99185;3.37;0.68;11.0;1.0
3692.0;6.0;0.29;0.21;1.3;0.055;42.0;168.0;0.9914;3.32;0.43;11.1;1.0
2057.0;5.8;0.4;0.42;4.4;0.047;38.5;245.0;0.9937;3.25;0.57;9.6;1.0
415.0;7.5;0.29;0.36;15.7;0.05;29.0;124.0;0.9968;3.06;0.54;10.4;1.0
5032.0;7.3;0.25;0.42;14.2;0.041;57.0;182.0;0.9996;3.29;0.75;9.1;1.0
1040.0;11.7;0.45;0.63;2.2;0.073;7.0;23.0;0.99974;3.21;0.69;10.9;0.0
6024.0;6.9;0.84;0.21;4.1;0.074;16.0;65.0;0.99842;3.53;0.72;9.233333333;0.0
6479.0;5.3;0.24;0.33;1.3;0.033;25.0;97.0;0.9906;3.59;0.38;11.0;1.0
6102.0;6.8;0.28;0.36;7.0;0.043;60.0;207.0;0.99556;3.16;0.49;9.6;1.0
969.0;6.9;0.28;0.4;8.2;0.036;15.0;95.0;0.9944;3.17;0.33;10.2;1.0
4236.0;5.8;0.19;0.33;4.2;0.038;49.0;133.0;0.99107;3.16;0.42;11.3;1.0
1135.0;5.8;0.26;0.24;9.2;0.044;55.0;152.0;0.9961;3.31;0.38;9.4;1.0
982.0;9.0;0.38;0.53;2.1;0.102;19.0;76.0;0.99001;2.93;0.57;12.9;1.0
1334.0;6.9;0.115;0.35;5.4;0.048;36.0;108.0;0.9939;3.32;0.42;10.2;1.0
6458.0;6.9;0.32;0.26;2.3;0.03;11.0;103.0;0.99106;3.06;0.42;11.1;1.0
4885.0;6.6;0.24;0.24;8.6;0.034;25.0;135.0;0.99582;3.33;0.59;10.3;1.0
4828.0;7.1;0.21;0.32;2.2;0.037;28.0;141.0;0.993;3.2;0.57;10.0;1.0
2823.0;6.7;0.3;0.44;18.75;0.057;65.0;224.0;0.99956;3.11;0.53;9.1;1.0
4068.0;7.0;0.54;0.0;2.1;0.079;39.0;55.0;0.9956;3.39;0.84;11.4;0.0
6203.0;5.0;0.2;0.4;1.9;0.015;20.0;98.0;0.9897;3.37;0.55;12.05;1.0
5188.0;6.9;0.25;0.35;1.3;0.039;29.0;191.0;0.9908;3.13;0.52;11.0;1.0
1496.0;7.1;0.15;0.34;5.3;0.034;33.0;104.0;0.9953;3.37;0.52;9.3;1.0
484.0;8.0;0.24;0.36;1.5;0.047;17.0;129.0;0.9948;3.2;0.54;10.0;1.0
1404.0;8.6;0.635;0.68;1.8;0.403;19.0;56.0;0.99632;3.02;1.15;9.3;0.0
874.0;8.3;0.33;0.42;1.15;0.033;18.0;96.0;0.9911;3.2;0.32;12.4;1.0
4853.0;12.5;0.38;0.6;2.6;0.081;31.0;72.0;0.9996;3.1;0.73;10.5;0.0
5212.0;6.8;0.26;0.56;11.9;0.043;64.0;226.0;0.997;3.02;0.63;9.3;1.0
782.0;6.4;0.67;0.08;2.1;0.045;19.0;48.0;0.9949;3.49;0.49;11.4;0.0
5347.0;6.3;0.29;0.29;3.3;0.037;32.0;140.0;0.9895;3.17;0.36;12.8;1.0
5334.0;5.3;0.6;0.34;1.4;0.031;3.0;60.0;0.98854;3.27;0.38;13.0;1.0
5716.0;11.1;0.45;0.73;3.2;0.066;6.0;22.0;0.9986;3.17;0.66;11.2;0.0
2755.0;7.8;0.55;0.35;2.2;0.074;21.0;66.0;0.9974;3.25;0.56;9.2;0.0
4984.0;7.9;0.21;0.4;1.2;0.039;38.0;107.0;0.992;3.21;0.54;10.8;1.0
4220.0;7.5;0.28;0.34;4.2;0.028;36.0;116.0;0.991;2.99;0.41;12.3;1.0
4246.0;6.5;0.26;0.32;6.65;0.059;34.0;104.0;0.99254;3.18;0.42;11.1;1.0
66.0;6.2;0.2;0.26;9.7;0.03;39.0;102.0;0.9908;3.08;0.56;12.9;1.0
828.0;7.6;1.58;0.0;2.1;0.137;5.0;9.0;0.99476;3.5;0.4;10.9;0.0
1679.0;7.5;0.58;0.2;2.0;0.073;34.0;44.0;0.99494;3.1;0.43;9.3;0.0
3538.0;6.6;0.855;0.02;2.4;0.062;15.0;23.0;0.99627;3.54;0.6;11.0;0.0
1877.0;5.4;0.59;0.07;7.0;0.045;36.0;147.0;0.9944;3.34;0.57;9.7;1.0
6147.0;6.6;0.22;0.58;1.1;0.133;52.0;136.0;0.9932;3.1;0.3;9.1;1.0
2947.0;6.9;0.13;0.28;13.3;0.05;47.0;132.0;0.99655;3.34;0.42;10.1;1.0
5122.0;8.3;0.615;0.22;2.6;0.087;6.0;19.0;0.9982;3.26;0.61;9.3;0.0
3658.0;8.8;0.46;0.45;2.6;0.065;7.0;18.0;0.9947;3.32;0.79;14.0;0.0
2301.0;5.9;0.44;0.0;1.6;0.042;3.0;11.0;0.9944;3.48;0.85;11.7;0.0
1192.0;6.0;0.51;0.0;2.1;0.064;40.0;54.0;0.995;3.54;0.93;10.7;0.0
3640.0;7.4;0.24;0.42;14.0;0.066;48.0;198.0;0.9979;2.89;0.42;8.9;1.0
1692.0;5.2;0.2;0.27;3.2;0.047;16.0;93.0;0.99235;3.44;0.53;10.1;1.0
2900.0;5.7;0.41;0.21;1.9;0.048;30.0;112.0;0.99138;3.29;0.55;11.2;1.0
5564.0;8.6;0.55;0.35;15.55;0.057;35.5;366.5;1.0001;3.04;0.63;11.0;1.0
5352.0;6.6;0.38;0.36;9.2;0.061;42.0;214.0;0.9976;3.31;0.56;9.4;1.0
3017.0;6.4;0.47;0.4;2.4;0.071;8.0;19.0;0.9963;3.56;0.73;10.6;0.0
5165.0;7.6;0.36;0.49;11.3;0.046;87.0;221.0;0.9984;3.01;0.43;9.2;1.0
4649.0;11.0;0.26;0.68;2.55;0.085;10.0;25.0;0.997;3.18;0.61;11.8;0.0
2820.0;6.5;0.9;0.0;1.6;0.052;9.0;17.0;0.99467;3.5;0.63;10.9;0.0
5917.0;6.8;0.56;0.03;1.7;0.084;18.0;35.0;0.9968;3.44;0.63;10.0;0.0
3140.0;7.5;0.32;0.24;4.6;0.053;8.0;134.0;0.9958;3.14;0.5;9.1;1.0
2383.0;7.2;0.45;0.15;2.0;0.078;10.0;28.0;0.99609;3.29;0.51;9.9;0.0
6010.0;7.0;0.24;0.18;1.3;0.046;9.0;62.0;0.994;3.38;0.47;10.1;1.0
743.0;6.2;0.27;0.43;7.8;0.056;48.0;244.0;0.9956;3.1;0.51;9.0;1.0
1921.0;5.9;0.46;0.0;1.9;0.077;25.0;44.0;0.99385;3.5;0.53;11.2;0.0
1606.0;6.8;0.24;0.4;1.8;0.047;34.0;105.0;0.99;3.13;0.49;12.8;1.0
5569.0;8.1;0.66;0.7;2.2;0.098;25.0;129.0;0.9972;3.08;0.53;9.0;0.0
263.0;8.0;0.27;0.24;1.2;0.044;20.0;102.0;0.9929;3.28;0.42;10.9;1.0
4963.0;8.6;0.685;0.1;1.6;0.092;3.0;12.0;0.99745;3.31;0.65;9.55;0.0
4374.0;8.3;1.02;0.02;3.4;0.084;6.0;11.0;0.99892;3.48;0.49;11.0;0.0
6165.0;6.5;0.17;0.54;8.5;0.082;64.0;163.0;0.9959;2.89;0.39;8.8;1.0
3799.0;7.1;0.23;0.39;13.7;0.058;26.0;172.0;0.99755;2.9;0.46;9.0;1.0
6345.0;5.9;0.3;0.23;4.2;0.038;42.0;119.0;0.9924;3.15;0.5;11.0;1.0
2320.0;6.9;0.23;0.4;7.5;0.04;50.0;151.0;0.9927;3.11;0.27;11.4;1.0
4530.0;5.7;0.22;0.25;1.1;0.05;97.0;175.0;0.99099;3.44;0.62;11.1;1.0
6066.0;6.7;0.13;0.29;5.3;0.051;31.0;122.0;0.9944;3.44;0.37;9.7;1.0
867.0;7.6;0.28;0.49;20.15;0.06;30.0;145.0;1.00196;3.01;0.44;8.5;1.0
1647.0;7.0;0.27;0.36;20.7;0.045;45.0;170.0;1.001;3.0;0.45;8.8;1.0
226.0;8.7;0.69;0.31;3.0;0.086;23.0;81.0;1.0002;3.48;0.74;11.6;0.0
5098.0;5.6;0.245;0.25;9.7;0.032;12.0;68.0;0.994;3.31;0.34;10.5;1.0
6489.0;10.5;0.59;0.49;2.1;0.07;14.0;47.0;0.9991;3.3;0.56;9.6;0.0
22.0;8.2;0.24;0.34;5.1;0.062;8.0;22.0;0.9974;3.22;0.94;10.9;0.0
2430.0;6.3;0.23;0.33;1.5;0.036;15.0;105.0;0.991;3.32;0.42;11.2;1.0
3152.0;7.5;0.685;0.07;2.5;0.058;5.0;9.0;0.99632;3.38;0.55;10.9;0.0
41.0;5.9;0.15;0.31;5.8;0.041;53.0;155.0;0.9945;3.52;0.46;10.5;1.0
3717.0;7.3;0.22;0.4;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.1;1.0
865.0;6.4;0.24;0.29;1.0;0.038;18.0;122.0;0.9906;3.3;0.42;11.5;1.0
4440.0;6.7;0.23;0.39;2.5;0.172;63.0;158.0;0.9937;3.11;0.36;9.4;1.0
2779.0;6.8;0.26;0.24;7.8;0.052;54.0;214.0;0.9961;3.13;0.47;8.9;1.0
749.0;5.9;0.19;0.21;1.7;0.045;57.0;135.0;0.99341;3.32;0.44;9.5;1.0
585.0;5.7;0.36;0.21;6.7;0.038;51.0;166.0;0.9941;3.29;0.63;10.0;1.0
1662.0;7.0;0.31;0.26;7.4;0.069;28.0;160.0;0.9954;3.13;0.46;9.8;1.0
4838.0;5.6;0.18;0.3;10.2;0.028;28.0;131.0;0.9954;3.49;0.42;10.8;1.0
